Start;End;Sleep quality;Time in bed;Wake up;Sleep Notes;Heart rate;Activity (steps)
2015-07-10 22:02:13;2015-07-11 06:08:43;77%;8:06;;;0;14998
2015-07-11 22:19:52;2015-07-12 06:13:05;76%;7:53;;;0;11827
2015-07-12 22:45:10;2015-07-13 06:54:25;76%;8:09;;;0;7986
2015-07-13 21:48:21;2015-07-14 05:12:40;74%;7:24;;;0;12175
2015-07-14 22:50:35;2015-07-15 06:19:10;69%;7:28;;;0;13273
2015-07-28 20:20:51;2015-07-29 04:54:02;53%;8:33;;;0;11974
2015-07-29 20:41:23;2015-07-30 04:58:00;81%;8:16;;;0;14239
2015-07-30 21:33:59;2015-07-31 04:56:07;70%;7:22;;;0;15699
2015-07-31 22:29:37;2015-08-01 07:01:01;79%;8:31;;;0;13600
2015-08-02 22:45:54;2015-08-03 07:04:25;72%;8:18;;;0;4176
2015-08-03 21:39:37;2015-08-04 05:12:37;77%;7:33;;;0;18932
2015-08-04 21:35:27;2015-08-05 05:11:17;84%;7:35;;;0;13272
2015-08-05 21:29:53;2015-08-06 05:06:09;66%;7:36;;;0;14379
2015-08-06 21:38:37;2015-08-07 05:14:52;85%;7:36;;;0;16221
2015-08-07 22:21:36;2015-08-08 05:59:03;77%;7:37;;;0;8759
2015-08-08 22:14:08;2015-08-09 06:15:09;91%;8:01;;;0;8692
2015-08-10 21:45:24;2015-08-11 05:13:25;77%;7:28;;;0;12008
2015-08-11 21:40:55;2015-08-12 05:13:33;74%;7:32;;;0;12700
2015-08-12 21:30:15;2015-08-13 05:10:48;78%;7:40;;;0;12626
2015-08-13 21:15:20;2015-08-14 05:16:09;79%;8:00;;;0;13103
2015-08-16 21:58:38;2015-08-17 06:59:15;90%;9:00;;;0;2667
2015-08-17 21:38:53;2015-08-18 05:09:06;76%;7:30;;;0;17655
2015-08-18 21:27:03;2015-08-19 05:08:49;77%;7:41;;;0;14094
2015-08-19 21:48:16;2015-08-20 05:08:22;76%;7:20;;;0;11230
2015-08-20 22:20:35;2015-08-21 06:07:47;78%;7:47;;;0;14353
2015-08-21 23:10:27;2015-08-22 07:20:36;76%;8:10;;;0;11884
2015-08-23 22:19:47;2015-08-24 07:08:21;87%;8:48;;;0;6190
2015-08-24 21:14:43;2015-08-25 05:12:41;87%;7:57;;;0;19156
2015-08-25 21:45:28;2015-08-26 05:06:46;72%;7:21;;;0;10357
2015-08-26 21:19:48;2015-08-27 05:13:31;84%;7:53;;;0;12770
2015-08-27 22:21:20;2015-08-28 06:04:59;72%;7:43;;;0;17647
2015-08-28 23:04:07;2015-08-29 07:01:15;49%;7:57;;;0;12746
2015-08-30 21:48:21;2015-08-31 06:59:43;89%;9:11;;;0;8832
2015-08-31 21:32:06;2015-09-01 05:07:06;74%;7:35;;;0;17562
2015-09-01 21:16:08;2015-09-02 05:09:47;85%;7:53;;;0;7942
2015-09-02 21:22:24;2015-09-03 04:53:24;69%;7:30;;;0;11328
2015-09-03 21:19:11;2015-09-04 05:37:12;76%;8:18;;;0;12894
2015-09-07 21:39:41;2015-09-08 05:12:48;83%;7:33;;;0;11350
2015-09-08 21:25:55;2015-09-09 05:06:16;81%;7:40;;;0;10763
2015-09-09 21:33:43;2015-09-10 05:13:28;80%;7:39;;;0;8883
2015-09-10 21:09:09;2015-09-11 05:06:31;66%;7:57;;;0;16050
2015-09-11 21:34:43;2015-09-12 06:12:51;85%;8:38;;;0;11445
2015-09-12 21:38:56;2015-09-13 06:16:07;89%;8:37;;;0;10058
2015-09-13 21:44:20;2015-09-14 06:56:39;80%;9:12;;;0;6952
2015-09-14 21:29:55;2015-09-15 05:05:14;74%;7:35;;;0;12272
2015-09-15 21:22:35;2015-09-16 05:06:57;77%;7:44;;;0;4078
2015-09-16 21:25:50;2015-09-17 05:09:16;68%;7:43;;;0;11791
2015-09-17 20:56:21;2015-09-18 05:10:43;82%;8:14;;;0;13696
2015-09-18 22:53:25;2015-09-19 07:12:37;58%;8:19;;;0;10332
2015-09-20 22:24:51;2015-09-21 06:56:29;88%;8:31;;;0;10686
2015-09-21 21:40:23;2015-09-22 05:14:00;77%;7:33;;;0;13519
2015-09-22 21:32:07;2015-09-23 05:09:15;80%;7:37;;;0;6920
2015-09-23 21:17:48;2015-09-24 05:14:04;79%;7:56;;;0;11674
2015-09-24 21:18:00;2015-09-25 05:12:34;87%;7:54;;;0;12037
2015-09-25 22:06:55;2015-09-26 07:00:40;84%;8:53;;;0;11695
2015-09-28 21:19:04;2015-09-29 05:14:32;75%;7:55;;;0;11778
2015-09-29 21:32:59;2015-09-30 05:44:58;88%;8:11;;;0;6876
2015-09-30 21:09:48;2015-10-01 05:14:59;81%;8:05;;;0;11929
2015-10-01 21:09:48;2015-10-02 05:11:24;84%;8:01;;;0;15963
2015-10-02 22:05:12;2015-10-03 07:00:56;87%;8:55;;;0;10327
2015-10-03 23:22:25;2015-10-04 07:57:39;80%;8:35;;;0;14448
2015-10-04 22:03:13;2015-10-05 07:01:10;81%;8:57;;;0;5434
2015-10-05 21:25:28;2015-10-06 05:12:40;77%;7:47;;;0;13042
2015-10-06 21:31:18;2015-10-07 04:58:54;77%;7:27;;;0;10732
2015-10-07 22:11:35;2015-10-08 05:00:40;71%;6:49;;;0;12633
2015-10-08 21:17:59;2015-10-09 05:09:41;80%;7:51;;;0;14851
2015-10-09 21:38:27;2015-10-10 05:57:46;85%;8:19;;;0;12200
2015-10-10 21:37:18;2015-10-11 05:55:20;85%;8:18;;;0;9002
2015-10-11 22:11:16;2015-10-12 07:12:39;94%;9:01;;;0;9424
2015-10-12 21:38:23;2015-10-13 05:02:35;72%;7:24;;;0;11110
2015-10-13 21:22:13;2015-10-14 05:05:57;77%;7:43;;;0;6739
2015-10-14 21:19:59;2015-10-15 05:09:57;78%;7:49;;;0;9576
2015-10-15 21:18:12;2015-10-16 05:08:42;76%;7:50;;;0;11101
2015-10-16 21:19:41;2015-10-17 06:34:17;88%;9:14;;;0;10284
2015-10-18 22:26:54;2015-10-19 06:54:02;85%;8:27;;;0;11642
2015-10-19 21:35:34;2015-10-20 05:10:21;72%;7:34;;;0;13660
2015-10-20 21:36:02;2015-10-21 05:08:04;74%;7:32;;;0;9520
2015-10-21 21:23:07;2015-10-22 05:12:44;83%;7:49;;;0;6394
2015-10-23 22:20:05;2015-10-24 07:58:26;80%;9:38;;;0;16082
2015-10-24 23:15:17;2015-10-25 08:00:01;84%;8:44;;;0;9594
2015-10-25 23:49:22;2015-10-26 07:17:29;65%;7:28;;;0;11602
2015-10-26 21:10:25;2015-10-27 04:48:29;86%;7:38;;;0;6093
2015-10-27 21:29:42;2015-10-28 05:08:44;74%;7:39;;;0;8464
2015-10-28 21:05:31;2015-10-29 05:12:42;84%;8:07;;;0;11093
2015-10-30 22:39:38;2015-10-31 07:47:16;78%;9:07;;;0;9414
2015-11-01 21:12:43;2015-11-02 06:08:57;89%;8:56;;;0;13045
2015-11-02 21:24:55;2015-11-03 04:45:59;77%;7:21;;;0;11844
2015-11-03 21:06:41;2015-11-04 05:06:44;84%;8:00;;;0;6700
2015-11-04 21:37:30;2015-11-05 05:01:53;69%;7:24;;;0;10091
2015-11-05 21:06:21;2015-11-06 05:06:58;77%;8:00;;;0;16742
2015-11-06 22:35:27;2015-11-07 06:48:23;77%;8:12;;;0;11206
2015-11-08 21:05:51;2015-11-09 06:30:01;89%;9:24;;;0;9856
2015-11-09 21:26:14;2015-11-10 05:06:36;83%;7:40;;;0;17326
2015-11-10 21:34:38;2015-11-11 05:07:14;75%;7:32;;;0;6282
2015-11-11 21:11:12;2015-11-12 05:09:32;83%;7:58;;;0;7435
2015-11-12 22:58:53;2015-11-13 05:04:16;64%;6:05;;;0;15266
2015-11-13 22:13:53;2015-11-14 06:12:02;84%;7:58;;;0;7074
2015-11-14 22:26:16;2015-11-15 06:10:06;86%;7:43;;;0;7267
2015-11-17 21:32:46;2015-11-18 05:12:43;74%;7:39;;;0;9792
2015-11-18 21:23:53;2015-11-19 04:58:07;82%;7:34;;;0;7125
2015-11-19 21:36:03;2015-11-20 05:09:44;85%;7:33;;;0;14196
2015-11-20 22:23:37;2015-11-21 06:24:17;78%;8:00;;;0;6461
2015-11-22 20:17:44;2015-11-23 05:57:30;90%;9:39;;;0;5568
2015-11-23 21:24:28;2015-11-24 05:09:14;79%;7:44;;;0;8245
2015-11-24 21:25:05;2015-11-25 05:05:17;77%;7:40;;;0;9110
2015-11-25 21:52:28;2015-11-26 06:04:35;76%;8:12;;;0;10389
2015-11-26 21:51:08;2015-11-27 06:07:36;77%;8:16;;;0;7279
2015-11-29 22:21:48;2015-11-30 07:03:13;88%;8:41;;;0;6417
2015-11-30 21:48:23;2015-12-01 05:58:32;76%;8:10;;;0;11120
2015-12-01 21:41:53;2015-12-02 05:06:49;80%;7:24;;;0;6568
2015-12-03 21:45:32;2015-12-04 07:03:28;88%;9:17;;;0;16985
2015-12-04 21:28:31;2015-12-05 06:20:09;89%;8:51;;;0;8772
2015-12-06 22:12:42;2015-12-07 07:01:19;88%;8:48;;;0;8088
2015-12-07 21:46:37;2015-12-08 05:42:33;76%;7:55;;;0;16324
2015-12-08 21:35:08;2015-12-09 05:00:47;79%;7:25;;;0;6950
2015-12-09 21:24:17;2015-12-10 05:09:19;85%;7:45;;;0;7972
2015-12-10 21:48:31;2015-12-11 05:07:04;74%;7:18;;;0;14166
2015-12-11 21:54:43;2015-12-12 06:14:46;84%;8:20;;;0;12502
2015-12-12 22:25:24;2015-12-13 06:11:16;83%;7:45;;;0;7310
2015-12-14 21:34:19;2015-12-15 05:12:45;79%;7:38;;;0;8993
2015-12-15 21:27:12;2015-12-16 05:13:48;71%;7:46;;;0;7238
2015-12-16 21:06:29;2015-12-17 05:12:30;85%;8:06;;;0;13555
2015-12-17 21:19:23;2015-12-18 05:12:48;73%;7:53;;;0;15377
2015-12-18 22:53:17;2015-12-19 07:03:17;82%;8:10;;;0;7559
2015-12-20 22:09:10;2015-12-21 07:35:01;100%;9:25;;;0;11274
2015-12-21 21:52:25;2015-12-22 05:57:35;79%;8:05;;;0;14156
2015-12-22 21:19:22;2015-12-23 05:08:09;75%;7:48;;;0;5858
2015-12-23 21:40:42;2015-12-24 05:08:54;66%;7:28;;;0;11184
2015-12-25 22:55:42;2015-12-26 07:41:18;87%;8:45;;;0;2855
2015-12-27 22:23:56;2015-12-28 07:04:20;91%;8:40;;;0;10624
2015-12-28 21:50:26;2015-12-29 06:54:02;91%;9:03;;;0;7477
2015-12-29 21:38:41;2015-12-30 05:07:23;80%;7:28;;;0;12894
2015-12-30 21:58:20;2015-12-31 06:43:05;93%;8:44;;;0;18132
2016-01-01 22:35:38;2016-01-02 06:54:04;78%;8:18;;;0;7823
2016-01-03 21:44:44;2016-01-04 07:17:21;91%;9:32;;;0;7822
2016-01-04 21:20:17;2016-01-05 05:12:44;78%;7:52;;;0;12407
2016-01-05 21:09:06;2016-01-06 05:02:41;77%;7:53;;;0;7644
2016-01-06 21:14:46;2016-01-07 05:11:33;81%;7:56;;;0;9475
2016-01-07 22:36:43;2016-01-08 05:07:25;62%;6:30;;;0;11156
2016-01-08 21:37:52;2016-01-09 06:13:36;81%;8:35;;;0;10960
2016-01-10 22:56:16;2016-01-11 07:42:39;91%;8:46;;;0;6317
2016-01-11 21:19:17;2016-01-12 05:12:38;73%;7:53;;;0;9815
2016-01-12 20:55:35;2016-01-13 05:09:20;85%;8:13;;;0;8533
2016-01-13 23:37:55;2016-01-14 07:27:07;83%;7:49;;;0;14159
2016-01-14 21:24:20;2016-01-15 05:08:18;80%;7:43;;;0;13546
2016-01-15 22:19:55;2016-01-16 06:25:19;84%;8:05;;;0;10086
2016-01-17 21:49:05;2016-01-18 07:25:12;97%;9:36;;;0;4727
2016-01-18 21:13:14;2016-01-19 05:12:41;66%;7:59;;;0;10253
2016-01-19 21:13:24;2016-01-20 05:10:48;85%;7:57;;;0;6887
2016-01-20 20:43:46;2016-01-21 05:13:43;88%;8:29;;;0;16660
2016-01-21 20:42:01;2016-01-22 07:10:45;83%;10:28;;;0;9507
2016-01-22 22:01:59;2016-01-23 05:58:38;85%;7:56;;;0;3141
2016-01-24 21:46:47;2016-01-25 06:38:14;98%;8:51;;;0;6965
2016-01-25 21:34:58;2016-01-26 05:56:41;79%;8:21;;;0;12270
2016-01-26 21:26:49;2016-01-27 05:08:49;82%;7:42;;;0;10057
2016-01-27 21:15:15;2016-01-28 05:12:40;84%;7:57;;;0;7641
2016-01-28 21:33:42;2016-01-29 05:49:18;76%;8:15;;;0;14168
2016-01-29 21:36:40;2016-01-30 05:57:38;87%;8:20;;;0;11074
2016-01-31 21:49:49;2016-02-01 06:52:40;98%;9:02;;;0;11841
2016-02-01 21:17:31;2016-02-02 05:10:39;88%;7:53;;;0;13387
2016-02-02 21:24:17;2016-02-03 05:06:52;78%;7:42;;;0;8200
2016-02-03 21:34:12;2016-02-04 05:09:11;81%;7:34;;;0;8287
2016-02-04 21:48:00;2016-02-05 05:29:43;84%;7:41;;;0;11475
2016-02-05 23:01:47;2016-02-06 06:57:32;80%;7:55;;;0;8262
2016-02-06 21:19:46;2016-02-07 05:57:54;98%;8:38;;;0;14391
2016-02-07 21:55:09;2016-02-08 06:45:37;88%;8:50;;;0;7678
2016-02-08 21:17:01;2016-02-09 05:12:31;83%;7:55;;;0;11802
2016-02-09 21:19:02;2016-02-10 05:00:51;79%;7:41;;;0;7965
2016-02-10 21:18:52;2016-02-11 05:00:10;80%;7:41;;;0;10013
2016-02-11 21:06:34;2016-02-12 05:52:30;90%;8:45;;;0;14927
2016-02-12 21:27:21;2016-02-13 05:37:31;84%;8:10;;;0;11019
2016-02-13 21:57:08;2016-02-14 06:00:03;84%;8:02;;;0;5393
2016-02-14 22:21:33;2016-02-15 07:09:22;87%;8:47;;;0;6187
2016-02-15 21:33:27;2016-02-16 05:09:41;87%;7:36;;;0;10518
2016-02-16 21:34:41;2016-02-17 05:12:46;73%;7:38;;;0;7958
2016-02-17 21:18:29;2016-02-18 05:50:09;82%;8:31;;;0;9888
2016-02-18 21:29:25;2016-02-19 05:43:07;81%;8:13;;;0;13436
2016-02-19 22:41:46;2016-02-20 06:10:46;82%;7:28;;;0;15651
2016-03-02 21:16:55;2016-03-03 05:57:45;92%;8:40;;;0;15715
2016-03-03 21:33:39;2016-03-04 05:05:55;82%;7:32;;;0;13727
2016-03-04 22:30:38;2016-03-05 06:56:27;91%;8:25;;;0;11297
2016-03-06 00:40:08;2016-03-06 08:27:24;76%;7:47;;;0;15917
2016-03-06 22:07:06;2016-03-07 06:49:15;94%;8:42;;;0;7271
2016-03-07 21:37:33;2016-03-08 05:08:41;84%;7:31;;;0;17578
2016-03-08 21:43:32;2016-03-09 05:06:47;74%;7:23;;;0;12337
2016-03-09 21:27:14;2016-03-10 05:08:42;74%;7:41;;;0;15871
2016-03-10 21:31:12;2016-03-11 05:49:23;89%;8:18;;;0;12297
2016-03-11 22:18:07;2016-03-12 05:56:40;81%;7:38;;;0;12245
2016-03-12 21:22:20;2016-03-13 06:14:49;83%;7:52;;;0;7279
2016-03-13 22:47:40;2016-03-14 07:18:55;93%;8:31;;;0;5135
2016-03-14 21:28:21;2016-03-15 05:56:56;62%;8:28;;;0;18838
2016-03-15 21:31:47;2016-03-16 05:13:02;82%;7:41;;;0;9070
2016-03-16 21:37:26;2016-03-17 06:00:06;88%;8:22;;;0;7848
2016-03-17 21:17:53;2016-03-18 06:02:30;87%;8:44;;;0;14477
2016-03-18 22:15:30;2016-03-19 06:25:45;81%;8:10;;;0;9438
2016-03-20 22:27:20;2016-03-21 06:55:46;90%;8:28;;;0;12708
2016-03-21 21:20:31;2016-03-22 05:07:13;88%;7:46;;;0;14900
2016-03-22 20:57:44;2016-03-23 05:12:58;84%;8:15;;;0;8295
2016-03-23 21:33:48;2016-03-24 05:12:33;82%;7:38;;;0;10901
2016-03-24 21:30:21;2016-03-25 06:08:24;84%;8:38;;;0;11117
2016-03-27 21:20:04;2016-03-28 06:37:09;92%;9:17;;;0;5942
2016-03-28 21:37:41;2016-03-29 05:12:50;81%;7:35;;;0;19000
2016-03-29 21:30:24;2016-03-30 05:01:50;62%;7:31;;;0;12220
2016-03-30 21:41:11;2016-03-31 06:08:42;81%;8:27;;;0;13676
2016-03-31 21:48:22;2016-04-01 05:12:44;74%;7:24;;;0;16226
2016-04-01 22:12:47;2016-04-02 06:26:49;84%;8:14;;;0;14361
2016-04-03 21:40:55;2016-04-04 07:07:12;93%;9:26;;;0;8911
2016-04-04 21:40:07;2016-04-05 05:11:01;76%;7:30;;;0;16704
2016-04-05 21:17:06;2016-04-06 05:08:42;81%;7:51;;;0;8943
2016-04-06 21:36:00;2016-04-07 04:54:52;70%;7:18;;;0;12715
2016-04-07 21:23:00;2016-04-08 05:02:48;85%;7:39;;;0;11055
2016-04-08 22:43:15;2016-04-09 06:12:23;74%;7:29;;;0;11779
2016-04-09 22:25:51;2016-04-10 06:14:49;85%;7:48;;;0;8380
2016-04-11 21:48:52;2016-04-12 05:58:27;83%;8:09;;;0;19310
2016-04-12 21:33:33;2016-04-13 05:08:45;80%;7:35;;;0;11302
2016-04-13 21:14:15;2016-04-14 05:08:47;82%;7:54;;;0;7609
2016-04-14 21:32:19;2016-04-15 05:07:55;82%;7:35;;;0;14726
2016-04-15 22:21:38;2016-04-16 06:00:23;88%;7:38;;;0;14161
2016-04-16 22:55:06;2016-04-17 07:22:49;87%;8:27;;;0;14158
2016-04-17 22:07:52;2016-04-18 07:13:05;93%;9:05;;;0;11779
2016-04-18 21:34:43;2016-04-19 05:27:45;82%;7:53;;;0;15143
2016-04-19 21:25:59;2016-04-20 05:02:10;84%;7:36;;;0;12475
2016-04-20 21:32:51;2016-04-21 05:06:16;76%;7:33;;;0;8648
2016-04-21 21:28:24;2016-04-22 05:07:56;79%;7:39;;;0;15138
2016-04-25 22:22:54;2016-04-26 05:54:41;76%;7:31;;;0;13546
2016-04-26 21:40:21;2016-04-27 05:03:30;80%;7:23;;;0;12822
2016-04-27 21:38:04;2016-04-28 00:15:56;12%;2:37;;;0;11274
2016-05-01 22:22:59;2016-05-02 06:57:43;97%;8:34;;;0;7304
2016-05-02 21:16:48;2016-05-03 05:06:13;79%;7:49;;;0;15935
2016-05-03 21:39:17;2016-05-04 04:45:20;79%;7:06;;;0;12400
2016-05-04 21:13:35;2016-05-05 05:07:28;83%;7:53;;;0;10764
2016-05-05 21:19:34;2016-05-06 05:51:31;98%;8:31;;;0;17505
2016-05-06 22:37:30;2016-05-07 06:52:00;82%;8:14;;;0;19714
2016-05-07 22:46:13;2016-05-08 05:28:22;71%;6:42;;;0;16976
2016-05-08 21:37:14;2016-05-09 07:01:55;99%;9:24;;;0;12354
2016-05-09 21:22:58;2016-05-10 05:02:44;86%;7:39;;;0;9478
2016-05-10 21:31:06;2016-05-11 05:02:23;82%;7:31;;;0;9524
2016-05-11 21:36:15;2016-05-12 05:01:42;78%;7:25;;;0;16624
2016-05-12 22:11:21;2016-05-13 05:07:55;76%;6:56;;;0;10389
2016-05-13 21:34:26;2016-05-14 05:59:38;91%;8:25;;;0;6932
2016-05-14 23:34:47;2016-05-15 06:08:33;71%;6:33;;;0;6114
2016-05-16 21:34:37;2016-05-17 05:28:47;78%;7:54;;;0;18155
2016-05-17 21:26:03;2016-05-18 05:07:41;89%;7:41;;;0;13040
2016-05-18 21:13:25;2016-05-19 05:06:55;80%;7:53;;;0;10573
2016-05-19 21:31:15;2016-05-20 05:07:37;82%;7:36;;;0;12639
2016-05-20 22:14:45;2016-05-20 23:21:49;14%;1:07;;;0;14086
2016-05-22 02:19:47;2016-05-22 09:19:47;69%;7:00;;;0;10934
2016-05-23 21:36:04;2016-05-24 04:57:06;63%;7:21;;;0;19340
2016-05-24 21:21:50;2016-05-25 05:04:45;67%;7:42;;;0;7887
2016-05-25 21:17:15;2016-05-26 05:04:54;78%;7:47;;;0;10823
2016-05-26 21:42:41;2016-05-27 04:50:53;61%;7:08;;;0;12689
2016-05-27 21:26:08;2016-05-28 06:32:29;86%;9:06;;;0;12581
2016-05-29 21:57:16;2016-05-30 06:36:55;82%;8:39;;;0;15833
2016-05-30 21:43:34;2016-05-31 05:03:56;53%;7:20;;;0;14971
2016-05-31 21:08:09;2016-06-01 04:58:07;72%;7:49;;;0;10946
2016-06-01 21:08:33;2016-06-02 05:01:20;65%;7:52;;;0;11368
2016-06-02 21:36:05;2016-06-03 04:58:30;54%;7:22;;;0;15113
2016-06-03 22:35:00;2016-06-04 06:33:51;80%;7:58;;;0;7666
2016-06-05 22:32:52;2016-06-06 07:12:09;87%;8:39;;;0;16947
2016-06-06 21:24:27;2016-06-07 05:03:50;81%;7:39;;;0;8632
2016-06-07 21:38:08;2016-06-08 05:05:39;83%;7:27;;;0;9094
2016-06-08 21:47:35;2016-06-09 05:06:05;69%;7:18;;;0;9492
2016-06-09 21:35:02;2016-06-10 05:07:31;83%;7:32;;;0;9163
2016-06-10 21:27:34;2016-06-11 05:57:46;87%;8:30;;;0;13612
2016-06-11 22:26:49;2016-06-12 06:03:37;76%;7:36;;;0;7485
2016-06-12 23:05:45;2016-06-13 07:32:42;78%;8:26;;;0;5596
2016-06-13 21:53:26;2016-06-14 05:08:43;69%;7:15;;;0;15064
2016-06-14 21:41:37;2016-06-15 05:09:17;73%;7:27;;;0;10434
2016-06-15 21:35:13;2016-06-16 05:04:34;78%;7:29;;;0;11711
2016-06-19 22:29:24;2016-06-20 07:07:08;85%;8:37;;;0;14629
2016-06-20 21:24:00;2016-06-21 05:08:08;78%;7:44;;;0;16681
2016-06-21 21:35:21;2016-06-22 05:08:50;69%;7:33;;;0;14857
2016-06-23 21:37:53;2016-06-24 05:07:51;73%;7:29;;;0;20206
2016-06-27 21:51:34;2016-06-28 04:59:24;46%;7:07;;;0;13272
2016-06-28 21:35:36;2016-06-29 05:08:34;62%;7:32;;;0;8667
2016-06-29 21:40:49;2016-06-30 05:05:31;63%;7:24;;;0;12751
2016-06-30 21:34:11;2016-07-01 05:01:31;59%;7:27;;;0;11826
2016-07-01 23:01:46;2016-07-02 06:57:38;73%;7:55;;;0;10820
2016-07-04 21:37:33;2016-07-05 05:05:15;60%;7:27;;;0;8972
2016-07-05 21:38:06;2016-07-06 05:06:37;71%;7:28;;;0;13653
2016-07-06 21:26:11;2016-07-07 05:09:08;75%;7:42;;;0;13885
2016-07-07 21:45:38;2016-07-08 06:05:09;69%;8:19;;;0;7743
2016-07-08 22:53:56;2016-07-09 06:07:46;66%;7:13;;;0;0
2016-07-09 22:32:37;2016-07-10 06:17:49;73%;7:45;;;0;10132
2016-07-10 22:36:29;2016-07-11 07:03:45;81%;8:27;;;0;7581
2016-07-11 21:55:18;2016-07-12 06:02:36;75%;8:07;;;0;12206
2016-07-12 21:36:05;2016-07-13 05:02:16;60%;7:26;;;0;7501
2016-07-13 21:46:58;2016-07-14 05:09:40;71%;7:22;;;0;15808
2016-07-14 21:47:09;2016-07-15 05:04:59;61%;7:17;;;0;15717
2016-07-18 21:45:01;2016-07-19 05:03:39;48%;7:18;;;0;16752
2016-07-19 21:40:22;2016-07-20 05:53:15;76%;8:12;;;0;14484
2016-07-20 21:27:27;2016-07-21 05:03:08;82%;7:35;;;0;11424
2016-07-21 21:31:52;2016-07-22 05:07:53;63%;7:36;;;0;13622
2016-07-25 21:48:28;2016-07-26 05:07:46;69%;7:19;;;0;15443
2016-07-26 21:34:21;2016-07-27 05:03:12;65%;7:28;;;0;13034
2016-07-27 21:30:25;2016-07-28 04:57:12;64%;7:26;;;0;12203
2016-08-01 21:49:26;2016-08-02 05:03:03;65%;7:13;;;0;17626
2016-08-02 21:09:02;2016-08-03 05:02:26;76%;7:53;;;0;12238
2016-08-03 21:16:01;2016-08-04 05:05:27;76%;7:49;;;0;17981
2016-08-04 21:22:36;2016-08-05 05:44:43;69%;8:22;;;0;12525
2016-08-05 22:19:27;2016-08-06 06:32:09;56%;8:12;;;0;12718
2016-08-07 22:11:01;2016-08-08 06:46:34;79%;8:35;;;0;11217
2016-08-08 21:45:09;2016-08-09 05:00:23;68%;7:15;;;0;14545
2016-08-09 21:15:48;2016-08-10 05:04:10;82%;7:48;;;0;13823
2016-08-10 21:44:55;2016-08-11 05:02:40;66%;7:17;;;0;9734
2016-08-11 21:48:28;2016-08-12 05:00:31;81%;7:12;;;0;12145
2016-08-12 22:04:26;2016-08-13 06:08:29;72%;8:04;;;0;14583
2016-08-13 22:23:05;2016-08-14 06:05:20;73%;7:42;;;0;9698
2016-08-14 22:15:07;2016-08-15 07:03:59;66%;8:48;;;0;8234
2016-08-15 21:41:07;2016-08-16 05:48:56;69%;8:07;;;0;12195
2016-08-16 21:53:13;2016-08-17 05:05:04;63%;7:11;;;0;10907
2016-08-17 21:47:48;2016-08-18 05:49:23;77%;8:01;;;0;7306
2016-08-18 22:33:01;2016-08-19 05:08:06;54%;6:35;;;0;9749
2016-08-19 22:36:29;2016-08-20 06:01:19;63%;7:24;;;0;8070
2016-08-21 22:04:59;2016-08-22 06:57:47;84%;8:52;;;0;12779
2016-08-22 22:00:00;2016-08-23 05:06:39;61%;7:06;;;0;26569
2016-08-23 21:32:49;2016-08-24 05:02:29;74%;7:29;;;0;12496
2016-08-24 21:28:47;2016-08-25 05:09:32;76%;7:40;;;0;17728
2016-08-25 21:21:03;2016-08-26 05:10:57;54%;7:49;;;0;9134
2016-08-28 21:43:56;2016-08-29 07:00:29;79%;9:16;;;0;9781
2016-08-29 21:51:34;2016-08-30 05:05:53;73%;7:14;;;0;13478
2016-08-30 21:37:06;2016-08-31 04:48:00;0%;0:00;;;0;12316
2016-08-30 21:37:07;2016-08-31 04:48:37;76%;7:11;;;0;12316
2016-08-31 21:32:47;2016-09-01 05:04:23;79%;7:31;;;0;10852
2016-09-01 21:31:18;2016-09-02 05:50:43;77%;8:19;;;0;15375
2016-09-05 21:44:34;2016-09-06 05:04:14;75%;7:19;;;0;13684
2016-09-06 21:23:26;2016-09-07 05:07:33;81%;7:44;;;0;7499
2016-09-07 21:38:47;2016-09-08 05:07:25;75%;7:28;;;0;8936
2016-09-08 21:49:18;2016-09-09 04:59:46;83%;7:10;;;0;15186
2016-09-09 22:06:08;2016-09-10 05:56:31;78%;7:50;;;0;20288
2016-09-10 21:58:25;2016-09-11 06:06:55;97%;8:08;;;0;6639
2016-09-13 22:05:17;2016-09-14 04:03:17;77%;5:58;;;0;16300
2016-09-14 21:05:52;2016-09-15 05:07:12;85%;8:01;;;0;9859
2016-09-15 22:16:07;2016-09-16 05:52:47;83%;7:36;;;0;9032
2016-09-16 22:33:57;2016-09-17 06:56:45;89%;8:22;;;0;15499
2016-09-18 22:09:40;2016-09-19 06:28:55;92%;8:19;;;0;15360
2016-09-19 21:43:04;2016-09-20 05:46:46;81%;8:03;;;0;13041
2016-09-20 21:43:54;2016-09-21 05:49:49;94%;8:05;;;0;10207
2016-09-21 21:30:08;2016-09-22 05:02:38;86%;7:32;;;0;16297
2016-09-22 21:55:30;2016-09-23 05:36:05;82%;7:40;;;0;11353
2016-09-25 21:46:59;2016-09-26 06:05:38;97%;8:18;;;0;20937
2016-09-26 21:47:12;2016-09-27 05:48:21;86%;8:01;;;0;11652
2016-09-27 21:15:16;2016-09-28 05:02:55;94%;7:47;;;0;4973
2016-09-28 21:10:01;2016-09-29 05:00:22;91%;7:50;;;0;6971
2016-09-29 21:34:17;2016-09-30 05:05:17;85%;7:31;;;0;14955
2016-09-30 22:29:54;2016-10-01 07:06:06;82%;8:36;;;0;10336
2016-10-02 21:53:28;2016-10-03 07:01:51;87%;9:08;;;0;10375
2016-10-03 21:25:49;2016-10-04 06:00:51;86%;8:35;;;0;10471
