Start;End;Sleep quality;Time in bed;Wake up;Sleep Notes;Heart rate;Activity (steps)
2016-10-04 21:35:51;2016-10-05 05:00:05;73%;7:24;;;0;13268
2016-10-05 21:39:20;2016-10-06 05:35:58;94%;7:56;;;0;7721
2016-10-06 21:36:11;2016-10-07 05:07:11;91%;7:31;;;0;13216
2016-10-07 22:52:38;2016-10-08 06:07:35;75%;7:14;;;0;9218
2016-10-08 21:42:53;2016-10-09 06:08:38;96%;8:25;;;0;6858
2016-10-09 22:28:04;2016-10-10 07:12:30;89%;8:44;;;0;4651
2016-10-10 21:46:29;2016-10-11 05:21:22;77%;7:34;;;0;13810
2016-10-11 21:25:59;2016-10-12 04:58:00;67%;7:32;;;0;10893
2016-10-12 22:30:45;2016-10-13 07:33:55;100%;9:03;;;0;9336
2016-10-13 22:25:07;2016-10-14 07:12:47;100%;8:47;;;0;8051
2016-10-14 23:55:56;2016-10-15 08:12:09;75%;8:16;;;0;9449
2016-10-15 23:06:32;2016-10-16 08:30:16;82%;9:23;;;0;6106
2016-10-16 22:27:10;2016-10-17 07:19:18;89%;8:52;;;0;12400
2016-10-17 21:49:42;2016-10-18 05:56:32;86%;8:06;;;0;10787
2016-10-18 21:30:01;2016-10-19 05:00:30;85%;7:30;;;0;6829
2016-10-19 22:05:09;2016-10-20 05:58:59;81%;7:53;;;0;8681
2016-10-20 21:40:52;2016-10-21 05:07:25;80%;7:26;;;0;8027
2016-10-21 22:27:33;2016-10-22 06:45:26;80%;8:17;;;0;13145
2016-10-23 21:59:23;2016-10-24 06:41:45;85%;8:42;;;0;8500
2016-10-24 22:04:38;2016-10-25 05:27:24;78%;7:22;;;0;9743
2016-10-25 22:28:37;2016-10-26 05:12:25;56%;6:43;;;0;9036
2016-10-26 21:40:18;2016-10-27 05:00:02;83%;7:19;;;0;5641
2016-10-27 21:39:12;2016-10-28 05:03:23;88%;7:24;;;0;8702
2016-10-28 22:59:59;2016-10-29 07:48:19;100%;8:48;;;0;9171
2016-10-29 22:32:10;2016-10-30 07:13:37;99%;8:41;;;0;7890
2016-10-30 22:56:27;2016-10-31 07:12:28;78%;8:16;;;0;6344
2016-10-31 21:52:52;2016-11-01 05:37:24;69%;7:44;;;0;10875
2016-11-01 22:16:10;2016-11-02 05:01:31;70%;6:45;;;0;8086
2016-11-03 00:18:16;2016-11-03 06:08:15;68%;5:49;;;0;7884
2016-11-03 21:16:00;2016-11-04 05:48:59;86%;8:32;;;0;13430
2016-11-04 22:59:32;2016-11-05 06:55:20;83%;7:55;;;0;15784
2016-11-05 23:15:38;2016-11-06 07:12:32;89%;8:56;;;0;8361
2016-11-06 21:49:32;2016-11-07 06:10:21;91%;8:20;;;0;11881
2016-11-07 21:49:27;2016-11-08 05:21:16;85%;7:31;;;0;11423
2016-11-08 21:22:23;2016-11-09 05:07:38;75%;7:45;;;0;12003
2016-11-09 21:30:23;2016-11-10 05:02:17;82%;7:31;;;0;7345
2016-11-10 21:38:58;2016-11-11 05:03:37;87%;7:24;;;0;9141
2016-11-11 22:28:46;2016-11-12 06:03:45;73%;7:34;;;0;5684
2016-11-12 21:42:55;2016-11-13 06:08:41;92%;8:25;;;0;5003
2016-11-13 22:09:46;2016-11-14 06:35:46;90%;8:26;;;0;9679
2016-11-14 21:26:53;2016-11-15 05:52:28;84%;8:25;;;0;12769
2016-11-15 21:30:19;2016-11-16 05:05:44;75%;7:35;;;0;14117
2016-11-16 21:21:54;2016-11-17 05:06:15;88%;7:44;;;0;11751
2016-11-17 21:34:05;2016-11-18 05:53:05;77%;8:19;;;0;15772
2016-11-18 22:08:31;2016-11-19 06:27:35;79%;8:19;;;0;12888
2016-11-20 21:34:56;2016-11-21 06:28:14;94%;8:53;;;0;12235
2016-11-21 21:41:00;2016-11-22 05:09:56;96%;7:28;;;0;10171
2016-11-22 22:03:44;2016-11-23 06:07:28;100%;8:03;;;0;10956
2016-11-23 22:34:15;2016-11-24 06:57:02;100%;8:22;;;0;8903
2016-11-24 22:54:34;2016-11-25 07:44:15;87%;8:49;;;0;6109
2016-11-27 21:53:29;2016-11-28 07:07:23;84%;9:13;;;0;8332
2016-11-28 21:25:16;2016-11-29 05:31:58;85%;8:06;;;0;13531
2016-11-29 22:16:03;2016-11-30 06:00:24;77%;7:44;;;0;11853
2016-11-30 21:36:51;2016-12-01 05:06:59;78%;7:30;;;0;10774
2016-12-01 21:45:51;2016-12-02 05:06:26;72%;7:20;;;0;12245
2016-12-02 22:25:17;2016-12-03 06:26:39;77%;8:01;;;0;11987
2016-12-04 21:55:31;2016-12-05 06:41:54;91%;8:46;;;0;9972
2016-12-05 21:58:49;2016-12-06 05:31:43;70%;7:32;;;0;11210
2016-12-06 21:34:14;2016-12-07 06:11:31;82%;8:37;;;0;7274
2016-12-07 21:33:12;2016-12-08 05:12:20;81%;7:39;;;0;8753
2016-12-08 21:49:56;2016-12-09 05:59:36;83%;8:09;;;0;7783
2016-12-09 22:08:14;2016-12-10 05:59:43;77%;7:51;;;0;10093
2016-12-10 22:08:15;2016-12-11 05:53:38;80%;7:45;;;0;6987
2016-12-11 22:34:17;2016-12-12 07:02:45;91%;8:28;;;0;6346
2016-12-12 21:25:32;2016-12-13 05:14:57;81%;7:49;;;0;14146
2016-12-13 21:45:12;2016-12-14 05:28:10;77%;7:42;;;0;9793
2016-12-14 21:15:43;2016-12-15 05:07:30;83%;7:51;;;0;7322
2016-12-15 22:05:40;2016-12-16 05:02:25;72%;6:56;;;0;10415
2016-12-16 22:19:41;2016-12-17 06:48:56;83%;8:29;;;0;7808
2016-12-17 23:37:36;2016-12-18 07:55:09;95%;8:17;;;0;8776
2016-12-18 22:11:18;2016-12-19 07:01:51;98%;8:50;;;0;4254
2016-12-19 21:38:15;2016-12-20 05:24:09;77%;7:45;;;0;7763
2016-12-20 21:36:07;2016-12-21 05:44:45;88%;8:08;;;0;7488
2016-12-21 21:28:35;2016-12-22 05:07:56;86%;7:39;;;0;9940
2016-12-22 22:02:03;2016-12-23 06:36:27;77%;8:34;;;0;15845
2016-12-23 22:31:32;2016-12-24 07:09:00;85%;8:37;;;0;8272
2017-01-03 21:58:56;2017-01-04 05:46:45;67%;7:47;;;0;7842
2017-01-04 21:00:10;2017-01-05 05:07:19;62%;8:07;;;0;9026
2017-01-05 21:05:57;2017-01-06 04:52:19;74%;7:46;;;0;9596
2017-01-06 21:49:07;2017-01-07 06:53:33;92%;9:04;;;0;10869
2017-01-07 23:20:41;2017-01-08 07:15:14;82%;7:54;;;0;11328
2017-01-09 21:13:14;2017-01-10 05:22:08;83%;8:08;;;0;10310
2017-01-10 21:39:09;2017-01-11 05:27:39;87%;7:48;;;0;5978
2017-01-11 21:26:44;2017-01-12 05:04:59;80%;7:38;;;0;9626
2017-01-12 21:35:10;2017-01-13 05:12:46;77%;7:37;;;0;9682
2017-01-13 21:57:44;2017-01-14 05:54:25;70%;7:56;;;0;7401
2017-01-14 23:28:54;2017-01-15 06:12:25;62%;6:43;;;0;10938
2017-01-16 21:25:45;2017-01-17 05:54:52;83%;8:29;;;0;9889
2017-01-17 21:49:47;2017-01-18 05:58:41;79%;8:08;;;0;9648
2017-01-18 21:18:51;2017-01-19 05:00:47;89%;7:41;;;0;9305
2017-01-19 21:59:22;2017-01-20 06:24:33;84%;8:25;;;0;8618
2017-01-20 21:17:38;2017-01-21 06:24:13;87%;9:06;;;0;10396
2017-01-22 21:48:04;2017-01-23 06:57:26;100%;9:09;;;0;6445
2017-01-23 21:42:45;2017-01-24 05:31:06;76%;7:48;;;0;10216
2017-01-24 21:36:42;2017-01-25 05:53:49;80%;8:17;;;0;6200
2017-01-25 21:51:14;2017-01-26 05:02:26;71%;7:11;;;0;13166
2017-01-26 21:51:50;2017-01-27 05:06:30;70%;7:14;;;0;10034
2017-01-27 22:14:28;2017-01-28 07:50:10;94%;9:35;;;0;11432
2017-01-29 21:44:38;2017-01-30 06:45:00;89%;9:00;;;0;10837
2017-01-30 21:59:40;2017-01-31 05:14:10;74%;7:14;;;0;10420
2017-01-31 22:24:27;2017-02-01 05:53:48;84%;7:29;;;0;12314
2017-02-01 21:56:15;2017-02-02 05:02:01;64%;7:05;;;0;8906
2017-02-02 22:07:41;2017-02-03 05:52:02;68%;7:44;;;0;11533
2017-02-03 23:09:09;2017-02-04 07:13:36;62%;8:04;;;0;9090
2017-02-05 22:01:29;2017-02-06 07:04:51;83%;9:03;;;0;11375
2017-02-06 22:25:43;2017-02-07 05:42:35;70%;7:16;;;0;14631
2017-02-07 21:36:56;2017-02-08 06:27:11;84%;8:50;;;0;10066
2017-02-08 21:27:21;2017-02-09 05:15:18;76%;7:47;;;0;6422
2017-02-09 22:09:28;2017-02-10 05:07:31;70%;6:58;;;0;10081
2017-02-10 22:43:41;2017-02-11 06:49:21;86%;8:05;;;0;12278
2017-02-12 21:59:30;2017-02-13 06:59:29;87%;8:59;;;0;9307
2017-02-13 22:04:49;2017-02-14 05:57:31;80%;7:52;;;0;10521
2017-02-14 21:45:02;2017-02-15 05:57:00;100%;8:11;;;0;14184
2017-02-15 21:49:18;2017-02-16 05:56:57;84%;8:07;;;0;7043
2017-02-16 21:59:26;2017-02-17 05:49:38;90%;7:50;;;0;14597
2017-02-17 22:36:06;2017-02-18 06:31:41;88%;7:55;;;0;16820
2017-02-19 22:03:41;2017-02-20 06:40:32;95%;8:36;;;0;13886
2017-02-20 22:01:09;2017-02-21 05:55:59;83%;7:54;;;0;19228
2017-02-21 21:42:59;2017-02-22 05:48:14;86%;8:05;;;0;9191
2017-02-22 21:09:57;2017-02-23 04:59:01;87%;7:49;;;0;19551
2017-02-23 22:04:28;2017-02-24 05:04:27;72%;6:59;;;0;12262
2017-02-24 22:21:06;2017-02-25 06:38:56;100%;8:17;;;0;9974
2017-02-26 22:19:11;2017-02-27 06:58:34;86%;8:39;;;0;3816
2017-02-27 22:18:26;2017-02-28 05:27:46;59%;7:09;;;0;9100
2017-02-28 22:28:45;2017-03-01 05:45:56;83%;7:17;;;0;11816
2017-03-01 21:30:25;2017-03-02 04:59:27;71%;7:29;;;0;14140
2017-03-02 22:17:16;2017-03-03 05:53:17;77%;7:36;;;0;12839
2017-03-05 22:23:03;2017-03-06 06:56:35;100%;8:33;;;0;12056
2017-03-06 21:56:47;2017-03-07 05:28:02;83%;7:31;;;0;17992
2017-03-07 21:59:57;2017-03-08 05:54:27;94%;7:54;;;0;11605
2017-03-08 21:36:28;2017-03-09 04:58:34;67%;7:22;;;0;8893
2017-03-09 22:29:40;2017-03-10 05:03:16;69%;6:33;;;0;18585
2017-03-10 22:35:16;2017-03-11 06:53:57;74%;8:18;;;0;12137
2017-03-12 22:07:45;2017-03-13 06:37:41;88%;8:29;;;0;9337
2017-03-13 21:49:37;2017-03-14 05:28:31;77%;7:38;;;0;13097
2017-03-14 21:36:06;2017-03-15 05:50:10;87%;8:14;;;0;12477
2017-03-15 21:30:52;2017-03-16 04:55:05;77%;7:24;;;0;11263
2017-03-16 21:35:28;2017-03-17 05:23:44;80%;7:48;;;0;16535
2017-03-17 23:17:41;2017-03-18 06:57:25;78%;7:39;;;0;18532
2017-03-18 23:01:35;2017-03-19 07:00:03;82%;7:58;;;0;6879
2017-03-19 22:22:33;2017-03-20 07:07:22;91%;8:44;;;0;5756
2017-03-20 21:48:53;2017-03-21 05:18:37;68%;7:29;;;0;9600
2017-03-21 22:02:16;2017-03-22 01:01:16;0%;0:00;;;0;12789
2017-03-22 21:43:47;2017-03-23 05:00:17;81%;7:16;;;0;9821
2017-03-23 21:40:24;2017-03-24 05:01:19;64%;7:20;;;0;17089
2017-03-24 22:06:30;2017-03-25 06:32:20;72%;8:25;;;0;23259
2017-03-25 22:19:54;2017-03-26 07:02:29;87%;8:42;;;0;9001
2017-03-26 21:55:46;2017-03-27 06:22:51;82%;8:27;;;0;15336
2017-03-27 21:37:57;2017-03-28 05:57:33;76%;8:19;;;0;12807
2017-03-28 21:48:08;2017-03-29 05:02:32;85%;7:14;;;0;11059
2017-03-29 21:30:39;2017-03-30 04:58:47;75%;7:28;;;0;10396
2017-03-30 21:20:34;2017-03-31 04:54:19;82%;7:33;;;0;12164
2017-03-31 22:14:20;2017-04-01 06:15:33;84%;8:01;;;0;13396
2017-04-02 21:38:04;2017-04-03 06:32:56;83%;8:54;;;0;14009
2017-04-03 21:41:53;2017-04-04 05:25:58;86%;7:44;;;0;12398
2017-04-04 21:43:00;2017-04-05 05:53:08;69%;8:10;;;0;10682
2017-04-05 21:13:50;2017-04-06 04:56:15;89%;7:42;;;0;6248
2017-04-06 22:12:38;2017-04-07 05:42:51;65%;7:30;;;0;19400
2017-04-07 22:36:05;2017-04-08 06:16:10;84%;7:40;;;0;22032
2017-04-09 22:00:29;2017-04-10 06:24:54;97%;8:24;;;0;14520
2017-04-10 21:41:47;2017-04-11 05:31:25;84%;7:49;;;0;11971
2017-04-11 21:58:51;2017-04-12 05:12:37;78%;7:13;;;0;7726
2017-04-16 21:48:55;2017-04-17 06:21:58;86%;8:33;;;0;11229
2017-04-17 21:21:42;2017-04-18 05:44:26;90%;8:22;;;0;6569
2017-04-18 21:26:50;2017-04-19 05:27:29;48%;8:00;;;0;8947
2017-04-19 21:27:35;2017-04-20 05:08:45;35%;7:41;;;0;11171
2017-04-20 22:07:13;2017-04-21 05:52:44;90%;7:45;;;0;17269
2017-04-21 22:20:36;2017-04-22 06:02:28;80%;7:41;;;0;11140
2017-04-23 21:36:10;2017-04-24 06:33:53;100%;8:57;;;0;18034
2017-04-24 21:36:51;2017-04-25 04:46:40;92%;7:09;;;0;11886
2017-04-25 21:29:45;2017-04-26 06:08:43;78%;8:38;;;0;9678
2017-04-26 21:38:23;2017-04-27 05:07:18;84%;7:28;;;0;9214
2017-04-27 21:33:39;2017-04-28 05:41:34;99%;8:07;;;0;12059
2017-04-28 22:51:21;2017-04-29 06:41:25;81%;7:50;;;0;8805
2017-04-29 22:33:26;2017-04-30 06:51:05;94%;8:17;;;0;5849
2017-04-30 21:45:33;2017-05-01 06:34:22;100%;8:48;;;0;7123
2017-05-01 21:48:23;2017-05-02 05:40:18;88%;7:51;;;0;9361
2017-05-02 22:00:24;2017-05-03 02:25:30;36%;4:25;;;0;10084
2017-05-03 21:41:44;2017-05-04 05:05:09;84%;7:23;;;0;20290
2017-05-04 22:01:45;2017-05-05 04:55:50;71%;6:54;;;0;10930
2017-05-05 22:11:41;2017-05-06 06:57:43;97%;8:46;;;0;9956
2017-05-06 23:02:41;2017-05-07 07:40:40;94%;8:37;;;0;8012
2017-05-07 23:44:20;2017-05-08 07:22:39;88%;7:38;;;0;10236
2017-05-08 21:24:31;2017-05-09 05:19:03;92%;7:54;;;0;10323
2017-05-09 21:31:31;2017-05-10 04:59:01;81%;7:27;;;0;12149
2017-05-10 21:40:40;2017-05-11 05:06:06;89%;7:25;;;0;12030
2017-05-11 21:57:02;2017-05-12 06:31:41;100%;8:34;;;0;7925
2017-05-12 22:50:24;2017-05-13 06:48:13;95%;7:57;;;0;7218
2017-05-14 22:02:00;2017-05-15 06:56:05;100%;8:54;;;0;7923
2017-05-15 21:53:15;2017-05-16 05:50:07;91%;7:56;;;0;16010
2017-05-16 22:17:55;2017-05-17 05:03:13;68%;6:45;;;0;11067
2017-05-17 22:06:13;2017-05-18 05:07:28;70%;7:01;;;0;11245
2017-05-18 22:06:47;2017-05-19 04:58:56;75%;6:52;;;0;11016
2017-05-19 22:03:09;2017-05-20 06:53:56;94%;8:50;;;0;12560
2017-05-21 22:07:30;2017-05-22 06:54:36;94%;8:47;;;0;13953
2017-05-22 21:52:33;2017-05-23 05:18:41;82%;7:26;;;0;12916
2017-05-23 21:49:08;2017-05-24 05:39:02;93%;7:49;;;0;8474
2017-05-24 21:21:19;2017-05-25 05:48:03;92%;8:26;;;0;14323
2017-05-25 21:55:11;2017-05-26 06:00:43;86%;8:05;;;0;14366
2017-05-26 22:39:25;2017-05-27 05:58:37;73%;7:19;;;0;12417
2017-05-29 22:36:58;2017-05-30 05:03:20;68%;6:26;;;0;19074
2017-05-30 21:40:57;2017-05-31 05:42:04;88%;8:01;;;0;13641
2017-05-31 21:33:18;2017-06-01 05:00:04;83%;7:26;;;0;11344
2017-06-01 21:41:13;2017-06-02 05:02:58;75%;7:21;;;0;17952
2017-06-02 22:03:41;2017-06-03 06:20:32;93%;8:16;;;0;12745
2017-06-04 22:07:18;2017-06-05 05:52:35;80%;7:45;;;0;9855
2017-06-05 21:23:11;2017-06-06 05:22:26;81%;7:59;;;0;14431
2017-06-06 21:46:38;2017-06-06 23:26:12;7%;1:39;;;0;11571
2017-06-07 21:35:01;2017-06-08 05:04:31;80%;7:29;;;0;11211
2017-06-08 21:34:38;2017-06-09 06:24:26;91%;8:49;;;0;11188
2017-06-09 23:16:37;2017-06-10 06:41:00;74%;7:24;;;0;16034
2017-06-11 22:51:56;2017-06-12 07:20:21;87%;8:28;;;0;14815
2017-06-12 21:36:09;2017-06-13 05:17:59;82%;7:41;;;0;9606
2017-06-13 21:48:02;2017-06-14 05:53:30;82%;8:05;;;0;10962
2017-06-14 21:54:37;2017-06-15 05:01:38;76%;7:07;;;0;7697
2017-06-15 21:59:32;2017-06-16 05:51:51;85%;7:52;;;0;13747
2017-06-16 22:38:45;2017-06-17 06:50:19;87%;8:11;;;0;17673
2017-06-19 00:43:27;2017-06-19 07:55:59;47%;7:12;;;0;25400
2017-06-19 22:23:24;2017-06-20 05:51:37;68%;7:28;;;0;8098
2017-06-20 21:39:23;2017-06-21 05:25:09;89%;7:45;;;0;9249
2017-06-21 21:39:29;2017-06-22 05:07:17;84%;7:27;;;0;10043
2017-06-22 21:44:29;2017-06-23 05:20:48;83%;7:36;;;0;10404
2017-06-23 23:16:47;2017-06-24 07:32:07;83%;8:15;;;0;17143
2017-06-25 21:51:32;2017-06-26 06:52:16;99%;9:00;;;0;12534
2017-06-26 21:55:33;2017-06-27 05:20:37;76%;7:25;;;0;12066
2017-06-27 21:36:48;2017-06-28 05:32:33;90%;7:55;;;0;14786
2017-06-28 22:13:45;2017-06-29 05:31:33;75%;7:17;;;0;7502
2017-06-29 22:07:51;2017-06-30 05:49:22;82%;7:41;;;0;10772
2017-07-04 21:58:47;2017-07-05 05:20:00;84%;7:21;;;0;12693
2017-07-05 21:37:36;2017-07-06 05:06:13;79%;7:28;;;0;7955
2017-07-06 21:40:19;2017-07-07 05:03:51;81%;7:23;;;0;11016
2017-07-07 22:50:06;2017-07-08 06:57:23;78%;8:07;;;0;14450
2017-07-09 22:30:55;2017-07-10 06:35:23;82%;8:04;;;0;7388
2017-07-10 21:50:14;2017-07-11 05:25:51;83%;7:35;;;0;12455
2017-07-11 21:52:33;2017-07-11 23:00:24;15%;1:07;;;0;12145
2017-07-11 23:00:39;2017-07-12 05:43:11;73%;6:42;;;0;0
2017-07-12 21:37:52;2017-07-13 05:00:48;90%;7:22;;;0;8035
2017-07-13 21:33:06;2017-07-14 05:50:30;90%;8:17;;;0;9058
2017-07-14 22:46:59;2017-07-15 05:56:34;85%;7:09;;;0;15172
2017-07-16 21:55:38;2017-07-17 06:43:47;97%;8:48;;;0;9520
2017-07-17 22:02:52;2017-07-18 05:21:32;79%;7:18;;;0;17476
2017-07-18 21:59:37;2017-07-19 05:21:13;79%;7:21;;;0;15039
2017-07-19 21:36:57;2017-07-20 04:58:52;73%;7:21;;;0;13153
2017-07-20 21:22:15;2017-07-21 00:21:16;31%;2:59;;;0;13121
2017-07-21 22:50:59;2017-07-22 06:47:29;91%;7:56;;;0;12961
2017-07-23 22:17:38;2017-07-24 06:51:47;89%;8:34;;;0;13907
2017-07-24 21:48:08;2017-07-25 05:34:49;79%;7:46;;;0;11728
2017-07-30 22:45:40;2017-07-31 06:57:27;94%;8:11;;;0;12871
2017-07-31 21:42:04;2017-08-01 05:28:06;82%;7:46;;;0;12971
2017-08-01 22:16:32;2017-08-02 05:50:56;68%;7:34;;;0;17058
2017-08-02 22:06:01;2017-08-03 05:00:44;77%;6:54;;;0;11099
2017-08-03 21:42:54;2017-08-04 05:55:34;82%;8:12;;;0;8893
2017-08-04 23:05:26;2017-08-05 06:52:50;85%;7:47;;;0;11229
2017-08-06 22:03:23;2017-08-07 06:33:29;92%;8:30;;;0;5087
2017-08-07 22:10:07;2017-08-08 05:25:43;81%;7:15;;;0;10589
2017-08-08 21:40:37;2017-08-09 05:53:32;83%;8:12;;;0;11720
2017-08-09 22:03:12;2017-08-10 05:52:37;84%;7:49;;;0;9927
2017-08-10 21:32:29;2017-08-11 05:02:09;83%;7:29;;;0;11099
2017-08-11 22:27:32;2017-08-12 05:55:12;82%;7:27;;;0;12219
2017-08-13 21:48:53;2017-08-14 06:44:19;86%;8:55;;;0;13823
2017-08-14 21:44:15;2017-08-15 05:43:16;84%;7:59;;;0;11253
2017-08-15 21:44:50;2017-08-16 05:49:37;86%;8:04;;;0;14663
2017-08-16 21:51:11;2017-08-17 04:55:23;79%;7:04;;;0;8979
2017-08-17 21:51:02;2017-08-18 05:07:33;83%;7:16;;;0;11583
2017-08-18 22:46:03;2017-08-19 06:46:49;90%;8:00;;;0;6444
2017-08-20 22:00:23;2017-08-21 06:37:47;86%;8:37;;;0;8132
2017-08-21 22:04:20;2017-08-22 06:25:21;89%;8:21;;;0;10782
2017-08-22 21:39:17;2017-08-23 06:27:21;96%;8:48;;;0;10720
2017-08-23 21:31:49;2017-08-24 04:50:05;72%;7:18;;;0;12487
2017-08-24 23:40:13;2017-08-25 04:59:57;54%;5:19;;;0;14827
2017-08-25 21:30:23;2017-08-26 06:21:08;98%;8:50;;;0;12413
2017-08-27 22:04:03;2017-08-28 06:55:40;87%;8:51;;;0;6414
2017-08-28 21:34:02;2017-08-29 05:27:43;88%;7:53;;;0;13500
2017-08-29 21:59:52;2017-08-30 04:58:54;77%;6:59;;;0;9803
2017-08-30 22:09:20;2017-08-31 05:55:50;82%;7:46;;;0;14085
2017-09-04 22:20:06;2017-09-05 05:24:16;80%;7:04;;;0;15773
2017-09-05 21:07:47;2017-09-06 05:44:43;92%;8:36;;;0;10844
2017-09-06 21:37:51;2017-09-07 05:07:29;84%;7:29;;;0;9565
2017-09-07 21:45:54;2017-09-08 05:07:36;77%;7:21;;;0;13919
2017-09-08 21:54:07;2017-09-09 06:25:54;93%;8:31;;;0;16507
2017-09-10 21:40:16;2017-09-11 06:55:33;100%;9:15;;;0;9359
2017-09-11 21:54:56;2017-09-12 05:26:39;86%;7:31;;;0;11186
2017-09-12 21:50:59;2017-09-13 05:31:06;81%;7:40;;;0;15628
2017-09-13 21:43:31;2017-09-14 05:13:40;72%;7:30;;;0;8780
2017-09-14 22:03:21;2017-09-15 05:48:40;78%;7:45;;;0;13309
2017-09-15 22:06:08;2017-09-16 06:13:23;79%;8:07;;;0;9677
2017-09-17 21:32:49;2017-09-18 06:31:28;98%;8:58;;;0;6877
2017-09-18 21:23:30;2017-09-19 05:55:20;92%;8:31;;;0;13594
2017-09-19 21:37:44;2017-09-20 05:29:10;87%;7:51;;;0;11559
2017-09-20 21:37:54;2017-09-21 05:03:48;71%;7:25;;;0;10268
2017-09-21 21:36:11;2017-09-22 05:06:03;84%;7:29;;;0;13945
2017-09-24 22:19:07;2017-09-25 06:55:06;87%;8:35;;;0;9605
2017-09-25 22:11:31;2017-09-26 05:27:44;75%;7:16;;;0;10998
2017-09-26 21:49:25;2017-09-27 05:36:03;73%;7:46;;;0;8617
2017-09-27 21:50:47;2017-09-28 05:04:03;72%;7:13;;;0;13334
2017-09-28 21:39:15;2017-09-29 05:41:53;83%;8:02;;;0;20242
2017-09-29 23:13:14;2017-09-30 06:26:00;80%;7:12;;;0;14844
2017-10-01 21:48:31;2017-10-02 06:46:40;97%;8:58;;;0;10185
2017-10-02 21:58:35;2017-10-03 05:54:43;82%;7:56;;;0;15459
2017-10-03 22:07:38;2017-10-04 05:25:02;60%;7:17;;;0;11152
2017-10-04 21:37:17;2017-10-05 05:07:31;81%;7:30;;;0;11105
2017-10-05 21:33:22;2017-10-06 05:03:59;81%;7:30;;;0;16221
2017-10-06 22:10:13;2017-10-07 06:07:47;80%;7:57;;;0;9784
2017-10-07 23:52:17;2017-10-08 08:00:23;77%;8:08;;;0;10960
2017-10-08 22:26:18;2017-10-09 06:57:41;83%;8:31;;;0;4918
2017-10-09 22:17:51;2017-10-10 05:22:58;77%;7:05;;;0;11596
2017-10-10 21:34:14;2017-10-11 06:28:36;96%;8:54;;;0;9819
2017-10-11 21:57:44;2017-10-12 06:46:13;94%;8:48;;;0;5392
2017-10-22 21:19:15;2017-10-23 06:56:11;98%;9:36;;;0;10205
2017-10-23 21:45:26;2017-10-24 05:25:11;75%;7:39;;;0;8636
2017-10-24 22:16:34;2017-10-25 05:02:23;71%;6:45;;;0;10900
2017-10-25 21:37:46;2017-10-26 05:01:00;71%;7:23;;;0;12753
2017-10-26 22:04:34;2017-10-27 05:57:24;87%;7:52;;;0;12300
2017-10-27 22:15:41;2017-10-28 06:27:11;86%;8:11;;;0;8721
2017-10-29 22:12:01;2017-10-30 06:53:01;83%;8:40;;;0;7080
2017-10-30 21:54:41;2017-10-31 05:27:06;76%;7:32;;;0;9692
2017-10-31 21:21:04;2017-11-01 05:36:59;80%;8:15;;;0;5713
2017-11-01 22:02:36;2017-11-02 05:07:28;72%;7:04;;;0;8216
2017-11-02 21:48:36;2017-11-03 05:54:55;83%;8:06;;;0;15789
2017-11-03 22:53:32;2017-11-04 03:58:53;35%;5:05;;;0;9926
2017-11-05 22:10:18;2017-11-06 06:19:40;88%;8:09;;;0;6238
2017-11-06 21:53:21;2017-11-07 05:58:30;77%;8:05;;;0;9686
2017-11-07 21:49:59;2017-11-08 05:54:29;82%;8:04;;;0;9440
2017-11-08 21:32:42;2017-11-09 04:56:59;74%;7:24;;;0;11974
2017-11-09 21:12:22;2017-11-10 04:57:52;75%;7:45;;;0;7151
2017-11-10 22:35:25;2017-11-11 06:15:26;77%;7:40;;;0;19503
2017-11-11 23:06:15;2017-11-12 07:57:24;88%;8:51;;;0;7036
2017-11-12 22:19:18;2017-11-13 06:27:59;81%;8:08;;;0;5297
2017-11-13 21:13:03;2017-11-14 05:10:11;78%;7:57;;;0;5702
2017-11-14 21:42:01;2017-11-15 05:45:50;78%;8:03;;;0;6479
2017-11-15 21:36:42;2017-11-16 04:56:38;81%;7:19;;;0;11862
2017-11-16 21:46:01;2017-11-17 05:01:09;73%;7:15;;;0;14396
2017-11-17 22:15:58;2017-11-18 06:39:09;73%;8:23;;;0;6909
2017-11-19 21:59:33;2017-11-20 05:45:28;76%;7:45;;;0;6086
2017-11-20 21:48:20;2017-11-21 05:37:59;86%;7:49;;;0;18172
2017-11-21 22:06:04;2017-11-22 05:57:21;66%;7:51;;;0;7063
2017-11-23 22:54:19;2017-11-24 07:56:53;86%;9:02;;;0;8126
2017-11-24 23:02:13;2017-11-25 06:57:32;74%;7:55;;;0;14990
2017-11-25 23:09:49;2017-11-26 08:20:04;73%;9:10;;;0;10832
2017-11-26 22:04:48;2017-11-27 06:56:09;92%;8:51;;;0;11150
2017-11-27 21:52:36;2017-11-28 05:24:55;77%;7:32;;;0;9358
2017-11-28 21:48:45;2017-11-29 05:55:55;84%;8:07;;;0;10678
2017-11-29 22:00:57;2017-11-30 04:59:44;79%;6:58;;;0;6740
2017-11-30 21:38:30;2017-12-01 05:08:11;74%;7:29;;;0;12449
2017-12-01 23:10:28;2017-12-02 06:27:22;68%;7:16;;;0;11213
2017-12-02 22:41:42;2017-12-03 07:21:28;91%;8:39;;;0;13081
2017-12-03 21:50:52;2017-12-04 06:40:46;100%;8:49;;;0;14308
2017-12-04 21:53:33;2017-12-05 05:57:25;77%;8:03;;;0;8724
